impl,workload,avg_latency_ns,min_latency_ns,max_latency_ns,stddev_latency_ns,throughput_ops_sec,memory_overhead_bytes,live_allocations,correctness_violations,tag_accesses,pointer_accesses,bytes_transferred,alloc_count,free_count,bytes_allocated,simulated_accesses,peak_overhead_bytes
BalancedTree,small_sizes,1.70358e+08,1.6692e+08,1.79503e+08,3.09491e+06,997897,400000,10000,0,110684780,62976060,441541200,200000,200000,0,0,400000
BalancedTree,large_sizes,848960,835000,928600,21794.3,1.00123e+06,2000,50,0,219540,127500,873040,1000,1000,0,0,2000
BalancedTree,mixed_sizes,1.02392e+07,1.01539e+07,1.04197e+07,75656.3,1.66028e+06,40000,1000,0,8087880,4631100,32233040,20000,20000,0,0,40000
BalancedTree,realloc,5.67965e+06,5.5747e+06,6.0339e+06,108345,3.16921e+06,20000,500,0,7141340,4067400,28506720,20000,20000,0,0,20000
BalancedTree,random_access,1.05341e+07,1.02559e+07,1.1891e+07,383599,1.61381e+06,40000,1000,0,8087880,4631100,32233040,20000,20000,0,0,40000
BalancedTree,global_random_access,1.1096e+07,1.07234e+07,1.2304e+07,394362,1.53208e+06,40000,1000,0,2695440,1954860,10663280,20000,20000,0,0,40000
